"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","padj"
"3570","GO:0007389",0.00217521634257062,0.998578703514931,78,414,"pattern specification process","BP",0.193282235751122
"16127","GO:0090100",0.00219955425447298,0.999032355287803,24,98,"positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","BP",0.194647084862158
"16223","GO:0090261",0.00221227629358126,0.999924813142749,4,5,"positive regulation of inclusion body assembly","BP",0.194977082606241
"12810","GO:0051093",0.00233164134038248,0.998280338447292,147,858,"negative regulation of developmental process","BP",0.204485589032641
"16543","GO:0097194",0.00233902615562451,0.999014059358819,22,84,"execution phase of apoptosis","BP",0.204485589032641
"10291","GO:0042802",0.00235650298064383,0.998085729053521,328,2040,"identical protein binding","MF",0.205186108929072
"4582","GO:0010586",0.00236694270098614,0.998932320670258,25,103,"miRNA metabolic process","BP",0.205270738800322
"9974","GO:0042127",0.00242008392337387,0.998089220251266,246,1503,"regulation of cell population proliferation","BP",0.208847103144161
"12605","GO:0050767",0.00242744661188731,0.998466609590145,66,349,"regulation of neurogenesis","BP",0.208847103144161
"1802","GO:0004198",0.00251635208320862,0.999603383429377,7,15,"calcium-dependent cysteine-type endopeptidase activity","MF",0.215640432869747
"12845","GO:0051149",0.00253029557158927,0.9990678581104,17,61,"positive regulation of muscle cell differentiation","BP",0.215981646801681
"13735","GO:0060438",0.00255087971237006,0.999515787721659,8,19,"trachea development","BP",0.216884796250569
"3249","GO:0006754",0.00256893916446006,0.998820741009005,26,101,"ATP biosynthetic process","BP",0.217567070408822
"14124","GO:0061136",0.00258172243434261,0.998553802615802,43,201,"regulation of proteasomal protein catabolic process","BP",0.217798926455184
"19098","GO:1902414",0.00266859421617687,0.998737678859263,27,118,"protein localization to cell junction","BP",0.22425500465477
"12828","GO:0051129",0.002726011533891,0.998044178263598,120,688,"negative regulation of cellular component organization","BP",0.227482649636416
"7833","GO:0032271",0.00272798712722975,0.998500253762426,40,189,"regulation of protein polymerization","BP",0.227482649636416
"7243","GO:0031012",0.00274727263979224,0.998161733180658,83,453,"extracellular matrix","CC",0.228213096181362
"11197","GO:0045597",0.00275817702158601,0.99797711753611,137,799,"positive regulation of cell differentiation","BP",0.228244412232848
"11825","GO:0046902",0.0028048629311755,0.999000386846648,16,54,"regulation of mitochondrial membrane permeability","BP",0.23108210386753
"471","GO:0001650",0.00281378513080706,0.998522336885006,35,158,"fibrillar center","CC",0.23108210386753
"19144","GO:1902531",0.00288130615903198,0.99766564667106,304,1917,"regulation of intracellular signal transduction","BP",0.235734335222537
"6963","GO:0030312",0.00289684494321142,0.998057209685448,83,454,"external encapsulating structure","CC",0.236114643660778
"4020","GO:0008637",0.00291348692397154,0.998621316630948,27,110,"apoptotic mitochondrial changes","BP",0.236148218916716
"16350","GO:0090559",0.00291904075779161,0.998873270897886,18,65,"regulation of membrane permeability","BP",0.236148218916716
"10493","GO:0043231",0.00293668199383241,0.997468301840432,1632,11267,"intracellular membrane-bounded organelle","CC",0.236692201889518
"2561","GO:0005594",0.00299165491108057,1,3,3,"collagen type IX trimer","CC",0.24022988935977
"10306","GO:0042826",0.00302250569058623,0.998537776083514,28,120,"histone deacetylase binding","MF",0.241211533414305
"9189","GO:0035371",0.00302613057924869,0.999307017302638,9,25,"microtubule plus-end","CC",0.241211533414305
"8775","GO:0034243",0.00303812355444212,0.998655999785695,23,92,"regulation of transcription elongation by RNA polymerase II","BP",0.241280427779706
"4402","GO:0009887",0.00310645314743324,0.997670162390916,155,927,"animal organ morphogenesis","BP",0.24580660835584
"4890","GO:0014044",0.00315625920085987,0.999001070964588,13,43,"Schwann cell development","BP",0.248839475395792
"6163","GO:0019243",0.00320888527675305,1,3,3,"methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione","BP",0.252071890164068
"12656","GO:0050840",0.00324675295918948,0.998767409836076,17,63,"extracellular matrix binding","MF",0.254125815553022
"12354","GO:0048706",0.00332696593446706,0.998354545410277,29,126,"embryonic skeletal system development","BP",0.259203766357905
"426","GO:0001558",0.00333554037239313,0.997825568513042,71,378,"regulation of cell growth","BP",0.259203766357905
"11038","GO:0045104",0.0033597333411144,0.998769121949716,16,57,"intermediate filament cytoskeleton organization","BP",0.260151352031077
"12633","GO:0050803",0.00339049497840329,0.997891189223821,58,307,"regulation of synapse structure or activity","BP",0.261145739562212
"13804","GO:0060537",0.00340514139764135,0.997762895717034,73,396,"muscle tissue development","BP",0.261145739562212
"9726","GO:0036477",0.00343948431942472,0.997470118540607,133,790,"somatodendritic compartment","CC",0.261145739562212
"12848","GO:0051152",0.00346912057038496,0.999401295691904,7,16,"positive regulation of smooth muscle cell differentiation","BP",0.261145739562212
"14266","GO:0061564",0.00348478099453872,0.997625323683604,86,489,"axon development","BP",0.261145739562212
"2678","GO:0005815",0.00349527678103808,0.997369948510239,155,920,"microtubule organizing center","CC",0.261145739562212
"2560","GO:0005593",0.00349859048934717,0.999797282600291,4,6,"FACIT collagen trimer","CC",0.261145739562212
"17768","GO:0140151",0.00349859048934717,0.999797282600291,4,6,"solid phase of interstitial matrix","CC",0.261145739562212
"17769","GO:0140152",0.00349859048934717,0.999797282600291,4,6,"collagenous component of interstitial matrix","CC",0.261145739562212
"17770","GO:0140153",0.00349859048934717,0.999797282600291,4,6,"FACIT collagen complex","CC",0.261145739562212
"6703","GO:0022411",0.00350506942542335,0.997637060143608,82,447,"cellular component disassembly","BP",0.261145739562212
"12655","GO:0050839",0.00355463470671336,0.997479517955141,106,610,"cell adhesion molecule binding","MF",0.263312812384067
"12901","GO:0051258",0.00355915374769721,0.997825240502999,54,274,"protein polymerization","BP",0.263312812384067
"2856","GO:0006119",0.00357059023296507,0.998142175375438,33,140,"oxidative phosphorylation","BP",0.263312812384067
"3702","GO:0008092",0.00360953406648442,0.997277576091618,156,946,"cytoskeletal protein binding","MF",0.265282400323555
"12104","GO:0048144",0.00365090831360378,0.99826362869001,26,109,"fibroblast proliferation","BP",0.267416699821769
"19165","GO:1902600",0.00368345144615813,0.997976988379782,38,171,"proton transmembrane transport","BP",0.268246650200118
"12610","GO:0050772",0.00368698407636341,0.998483610581166,19,76,"positive regulation of axonogenesis","BP",0.268246650200118
"6793","GO:0030036",0.00375168970787753,0.997292290703005,116,681,"actin cytoskeleton organization","BP",0.27204141992138
"16645","GO:0097427",0.00379400303241393,0.999774842000404,4,6,"microtubule bundle","CC",0.2733483645894
"2952","GO:0006309",0.0037949290965089,0.999333689710249,7,16,"apoptotic DNA fragmentation","BP",0.2733483645894
"15325","GO:0071495",0.00387085479611375,0.996998428297399,190,1164,"cellular response to endogenous stimulus","BP",0.277060690784366
"6786","GO:0030029",0.00388315309694521,0.997141857634625,130,778,"actin filament-based process","BP",0.277060690784366
"12288","GO:0048598",0.00388527106647459,0.997255448004653,102,581,"embryonic morphogenesis","BP",0.277060690784366
"2857","GO:0006120",0.00389758363033216,0.9986201394391,15,49,"mitochondrial electron transport, NADH to ubiquinone","BP",0.277060690784366
"8901","GO:0034481",0.00391980264357635,0.999765119450972,4,6,"chondroitin sulfotransferase activity","MF",0.277729546128689
"16114","GO:0090083",0.00393784049391851,0.999179112722758,8,20,"regulation of inclusion body assembly","BP",0.278098761396245
"16297","GO:0090370",0.00397453841787342,0.999760858931437,4,6,"negative regulation of cholesterol efflux","BP",0.279779115058161
"3728","GO:0008137",0.00400902225854092,0.998710261330691,13,40,"NADH dehydrogenase (ubiquinone) activity","MF",0.281293241383255
"12886","GO:0051239",0.00402477149688843,0.996625808342887,423,2742,"regulation of multicellular organismal process","BP",0.281487325238832
"11037","GO:0045103",0.00405671657025185,0.998479264657342,16,58,"intermediate filament-based process","BP",0.282809234596882
"13740","GO:0060443",0.00409651188676589,0.998650539454617,13,45,"mammary gland morphogenesis","BP",0.284537038037757
"16476","GO:0097107",0.00410786177920646,0.99900224681319,9,26,"postsynaptic density assembly","BP",0.284537038037757
"3518","GO:0007254",0.0041425798352342,0.997718450178341,37,176,"JNK cascade","BP",0.284537038037757
"16953","GO:0098839",0.00414642669228097,0.998029133408445,25,111,"postsynaptic density membrane","CC",0.284537038037757
"4425","GO:0009952",0.00414711978321715,0.997659546510752,40,190,"anterior/posterior pattern specification","BP",0.284537038037757
"21052","GO:2000026",0.00426600040178734,0.996640065355507,212,1313,"regulation of multicellular organismal development","BP",0.291770204136124
"5894","GO:0017015",0.00428630443126609,0.997803512604732,30,137,"regulation of transforming growth factor beta receptor signaling pathway","BP",0.292237001176981
"9646","GO:0036293",0.00430289333661315,0.997294757926479,58,299,"response to decreased oxygen levels","BP",0.292448371257397
"13488","GO:0060078",0.00441228287314478,0.997763900212577,29,131,"regulation of postsynaptic membrane potential","BP",0.297975986599639
"3678","GO:0008047",0.00441751522392023,0.996832749381758,108,622,"enzyme activator activity","MF",0.297975986599639
"6083","GO:0019042",0.00443022799009365,0.999724701073931,4,6,"viral latency","BP",0.297975986599639
"1546","GO:0003676",0.00446299051382472,0.996182526922659,562,3689,"nucleic acid binding","MF",0.297975986599639
"6573","GO:0021782",0.00446899575107697,0.99773707961992,29,128,"glial cell development","BP",0.297975986599639
"3907","GO:0008430",0.00447301178046819,0.999525013497026,5,9,"selenium binding","MF",0.297975986599639
"6965","GO:0030315",0.00449188055261262,0.998503118547832,13,45,"T-tubule","CC",0.297975986599639
"10497","GO:0043236",0.00449417220691305,0.998892523774977,9,26,"laminin binding","MF",0.297975986599639
"9154","GO:0035295",0.00457451615915496,0.99648796851584,169,1034,"tube development","BP",0.302378307459264
"2670","GO:0005796",0.00458895057299172,0.997933980594789,22,89,"Golgi lumen","CC",0.302410447942351
"13586","GO:0060236",0.0046137510763596,0.99846895096189,13,43,"regulation of mitotic spindle organization","BP",0.302877278739089
"12309","GO:0048641",0.00464032183681093,0.998988555528535,8,21,"regulation of skeletal muscle tissue development","BP",0.302877278739089
"15988","GO:0080135",0.00465075559050448,0.996736643549809,95,526,"regulation of cellular response to stress","BP",0.302877278739089
"4437","GO:0009987",0.00465191337208232,0.99625991683041,2113,14870,"cellular process","BP",0.302877278739089
"13726","GO:0060429",0.00467766350422864,0.99638836763787,176,1072,"epithelium development","BP",0.303641983338866
"6914","GO:0030234",0.00469554787135794,0.996296884694501,210,1294,"enzyme regulator activity","MF",0.303893054922124
"5854","GO:0016889",0.0049596265807089,0.99945952247536,5,9,"DNA endonuclease activity, producing 3'-phosphomonoesters","MF",0.319720309196867
"15720","GO:0072197",0.00496959292465034,0.999680394931297,4,6,"ureter morphogenesis","BP",0.319720309196867
"12608","GO:0050770",0.00500678020622473,0.997397596790225,30,142,"regulation of axonogenesis","BP",0.321159768198694
"9480","GO:0035914",0.00504569717982386,0.997925744978132,18,69,"skeletal muscle cell differentiation","BP",0.322701358571567
"12637","GO:0050807",0.00509369597182688,0.996791160045436,56,300,"regulation of synapse organization","BP",0.324813006956407
"9087","GO:0035102",0.00514175491805114,0.999019159334684,7,17,"PRC1 complex","CC",0.326916094950929
"6860","GO:0030159",0.00517120914066317,0.998156823031289,14,50,"signaling receptor complex adaptor activity","MF",0.327827442627831
"3585","GO:0007422",0.00522233495262512,0.99766645663476,21,86,"peripheral nervous system development","BP",0.329115971376507
"4764","GO:0010874",0.00522728028897961,0.998432303903945,11,35,"regulation of cholesterol efflux","BP",0.329115971376507
"14831","GO:0070507",0.00523707440269799,0.997149586683801,34,161,"regulation of microtubule cytoskeleton organization","BP",0.329115971376507
"13129","GO:0051726",0.0053190181693759,0.995899877599183,169,1018,"regulation of cell cycle","BP",0.333299517139419
"7269","GO:0031076",0.00537144144528767,0.998374138820535,11,36,"embryonic camera-type eye development","BP",0.335614472551245
"4432","GO:0009967",0.00539234011869359,0.995662906375766,244,1525,"positive regulation of signal transduction","BP",0.335803498997519
"3577","GO:0007409",0.00540544352890245,0.996337834080286,76,433,"axonogenesis","BP",0.335803498997519
"3667","GO:0008021",0.00543396117463251,0.996807419908018,43,212,"synaptic vesicle","CC",0.33661060636345
"19712","GO:1903844",0.00547533249012698,0.997139187358484,30,139,"regulation of cellular response to transforming growth factor beta stimulus","BP",0.33820707612092
"8998","GO:0034706",0.00552346697749673,0.998726088039712,8,23,"sodium channel complex","CC",0.34021104414519
"4917","GO:0014706",0.00570115041338827,0.996209961921589,69,378,"striated muscle tissue development","BP",0.350160459242694
"16675","GO:0097486",0.0057239067471095,0.999615890248131,4,6,"multivesicular body lumen","CC",0.350565034418308
"18874","GO:1901800",0.00577803253025886,0.997140228160226,26,112,"positive regulation of proteasomal protein catabolic process","BP",0.352883164193077
"7011","GO:0030425",0.00589671786810328,0.995778799928218,100,586,"dendrite","CC",0.359120056456032
"8846","GO:0034382",0.00591582800300483,0.999599032255894,4,6,"chylomicron remnant clearance","BP",0.35927469729173
