"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","padj"
"5061","GO:0015135",0.999999999989774,0.88680674747737,0,1,"glucuronate transmembrane transporter activity","MF",1
"5062","GO:0015136",0.999999999989774,0.88680674747737,0,1,"sialic acid transmembrane transporter activity","MF",1
"5208","GO:0015538",0.999999999989774,0.88680674747737,0,1,"sialic acid:proton symporter activity","MF",1
"5267","GO:0015735",0.999999999989774,0.88680674747737,0,1,"uronic acid transmembrane transport","BP",1
"5268","GO:0015736",0.999999999989774,0.88680674747737,0,1,"hexuronate transmembrane transport","BP",1
"5269","GO:0015738",0.999999999989774,0.88680674747737,0,1,"glucuronate transmembrane transport","BP",1
"5270","GO:0015739",0.999999999989774,0.88680674747737,0,1,"sialic acid transport","BP",1
"10319","GO:0042874",0.999999999989774,0.88680674747737,0,1,"D-glucuronate transmembrane transport","BP",1
"10320","GO:0042880",0.999999999989774,0.88680674747737,0,1,"D-glucuronate transmembrane transporter activity","MF",1
"14817","GO:0070476",0.999999999989778,0.862921187767999,0,2,"rRNA (guanine-N7)-methylation","BP",1
"21497","GO:2000795",0.99999999998978,0.819359044539808,0,1,"negative regulation of epithelial cell proliferation involved in lung morphogenesis","BP",1
"2375","GO:0005166",0.999999999989791,0.904028899917353,0,1,"neurotrophin p75 receptor binding","MF",1
"13250","GO:0051978",0.999999999989795,0.90955892559301,0,1,"lysophospholipid:sodium symporter activity","MF",1
"17841","GO:0140329",0.999999999989795,0.90955892559301,0,1,"lysophospholipid translocation","BP",1
"17852","GO:0140348",0.999999999989795,0.90955892559301,0,1,"lysophosphatidylcholine flippase activity","MF",1
"18286","GO:0150175",0.999999999989795,0.90955892559301,0,1,"regulation of phosphatidylethanolamine metabolic process","BP",1
"18287","GO:0150178",0.999999999989795,0.90955892559301,0,1,"regulation of phosphatidylserine metabolic process","BP",1
"6673","GO:0021989",0.999999999989806,0.839579085481016,0,1,"olfactory cortex development","BP",1
"19897","GO:1904210",0.999999999989815,0.924665259399685,0,1,"VCP-NPL4-UFD1 AAA ATPase complex assembly","BP",1
"19902","GO:1904239",0.999999999989815,0.924665259399685,0,1,"regulation of VCP-NPL4-UFD1 AAA ATPase complex assembly","BP",1
"19903","GO:1904240",0.999999999989815,0.924665259399685,0,1,"negative regulation of VCP-NPL4-UFD1 AAA ATPase complex assembly","BP",1
"12935","GO:0051309",0.999999999989835,0.780021684557377,0,2,"female meiosis chromosome separation","BP",1
"3709","GO:0008108",0.999999999989835,0.926144640895537,0,1,"UDP-glucose:hexose-1-phosphate uridylyltransferase activity","MF",1
"5425","GO:0016034",0.999999999989835,0.926144640895537,0,1,"maleylacetoacetate isomerase activity","MF",1
"5930","GO:0017096",0.999999999989835,0.926144640895537,0,1,"acetylserotonin O-methyltransferase activity","MF",1
"14634","GO:0070171",0.999999999989884,0.754827069264786,0,2,"negative regulation of tooth mineralization","BP",1
"6287","GO:0019742",0.999999999989886,0.907215560455661,0,1,"pentacyclic triterpenoid metabolic process","BP",1
"9286","GO:0035596",0.999999999989891,0.809437274314014,0,2,"methylthiotransferase activity","MF",1
"9289","GO:0035600",0.999999999989891,0.809437274314014,0,2,"tRNA methylthiolation","BP",1
"12522","GO:0050497",0.999999999989891,0.809437274314014,0,2,"alkylthioltransferase activity","MF",1
"13954","GO:0060785",0.999999999989908,0.775506095776596,0,2,"regulation of apoptosis involved in tissue homeostasis","BP",1
"13942","GO:0060763",0.99999999998991,0.755028016543575,0,2,"mammary duct terminal end bud growth","BP",1
"17108","GO:0099145",0.999999999989919,0.910119733783374,0,1,"regulation of exocytic insertion of neurotransmitter receptor to postsynaptic membrane","BP",1
"17461","GO:0110027",0.999999999989922,0.791593078946914,0,2,"negative regulation of DNA strand resection involved in replication fork processing","BP",1
"12455","GO:0050080",0.999999999989928,0.909521328276911,0,1,"malonyl-CoA decarboxylase activity","MF",1
"18215","GO:0150007",0.999999999989936,0.697865175891588,0,2,"clathrin-dependent synaptic vesicle endocytosis","BP",1
"17268","GO:0102193",0.999999999989946,0.844152480534041,0,2,"protein-ribulosamine 3-kinase activity","MF",1
"2440","GO:0005302",0.999999999989953,0.899344615149056,0,1,"L-tyrosine transmembrane transporter activity","MF",1
"6381","GO:0019948",0.999999999989958,0.819130441329132,0,2,"SUMO activating enzyme activity","MF",1
"7473","GO:0031510",0.999999999989958,0.819130441329132,0,2,"SUMO activating enzyme complex","CC",1
"9296","GO:0035607",0.999999999989967,0.721907507533701,0,2,"fibroblast growth factor receptor signaling pathway involved in orbitofrontal cortex development","BP",1
"1673","GO:0003977",0.999999999989989,0.803765086471661,0,2,"UDP-N-acetylglucosamine diphosphorylase activity","MF",1
"15617","GO:0072027",0.999999999989996,0.905623897701673,0,1,"connecting tubule development","BP",1
"15777","GO:0072286",0.999999999989996,0.905623897701673,0,1,"metanephric connecting tubule development","BP",1
"17199","GO:0099567",0.999999999989996,0.905623897701673,0,1,"calcium ion binding involved in regulation of postsynaptic cytosolic calcium ion concentration","MF",1
"6208","GO:0019402",0.999999999990012,0.925366337623854,0,1,"galactitol metabolic process","BP",1
"14293","GO:0061623",0.999999999990012,0.925366337623854,0,1,"glycolytic process from galactose","BP",1
"17618","GO:0120274",0.999999999990012,0.925366337623854,0,1,"virus coreceptor activity","MF",1
"18603","GO:1900450",0.999999999990021,0.751499363797209,0,2,"negative regulation of glutamate receptor signaling pathway","BP",1
"15507","GO:0071812",0.999999999990032,0.811256361307902,0,2,"positive regulation of fever generation by positive regulation of prostaglandin secretion","BP",1
"1944","GO:0004502",0.999999999990032,0.844008309989138,0,1,"kynurenine 3-monooxygenase activity","MF",1
"21133","GO:2000200",0.999999999990032,0.793566953339673,0,2,"regulation of ribosomal subunit export from nucleus","BP",1
"9241","GO:0035499",0.999999999990042,0.865319225945689,0,1,"carnosine biosynthetic process","BP",1
"11999","GO:0047730",0.999999999990042,0.865319225945689,0,1,"carnosine synthase activity","MF",1
"13448","GO:0060034",0.999999999990042,0.865319225945689,0,1,"notochord cell differentiation","BP",1
"13449","GO:0060035",0.999999999990042,0.865319225945689,0,1,"notochord cell development","BP",1
"17262","GO:0102102",0.999999999990042,0.865319225945689,0,1,"homocarnosine synthase activity","MF",1
"18204","GO:0141208",0.999999999990046,0.78264066240266,0,2,"NAD-dependent protein lysine delactylase activity","MF",1
"8271","GO:0032919",0.999999999990088,0.939637215266485,0,1,"spermine acetylation","BP",1
"8272","GO:0032920",0.999999999990088,0.939637215266485,0,1,"putrescine acetylation","BP",1
"11532","GO:0046204",0.999999999990088,0.939637215266485,0,1,"nor-spermidine metabolic process","BP",1
"12497","GO:0050313",0.999999999990088,0.939637215266485,0,1,"sulfur dioxygenase activity","MF",1
"13915","GO:0060730",0.999999999990105,0.803130864208839,0,2,"regulation of intestinal epithelial structure maintenance","BP",1
"12465","GO:0050136",0.999999999990122,0.906250562036775,0,1,"NADH dehydrogenase (quinone) (non-electrogenic) activity","MF",1
"8441","GO:0033215",0.999999999990134,0.857293257532878,0,1,"reductive iron assimilation","BP",1
"15076","GO:0070991",0.99999999999014,0.818555002671555,0,2,"medium-chain fatty acyl-CoA dehydrogenase activity","MF",1
"14934","GO:0070698",0.99999999999017,0.819373185496909,0,2,"type I activin receptor binding","MF",1
"722","GO:0001998",0.999999999990181,0.912842474051911,0,1,"angiotensin-mediated vasoconstriction involved in regulation of systemic arterial blood pressure","BP",1
"19617","GO:1903673",0.999999999990181,0.912842474051911,0,1,"mitotic cleavage furrow formation","BP",1
"20109","GO:1904695",0.999999999990181,0.912842474051911,0,1,"positive regulation of vascular associated smooth muscle contraction","BP",1
"15709","GO:0072181",0.999999999990186,0.831392977172371,0,2,"mesonephric duct formation","BP",1
"16789","GO:0098529",0.999999999990195,0.839587459043608,0,1,"neuromuscular junction development, skeletal muscle fiber","BP",1
"20610","GO:1905810",0.999999999990197,0.905923088969331,0,1,"regulation of excitatory synapse pruning","BP",1
"12702","GO:0050902",0.999999999990261,0.804684714588187,0,2,"leukocyte adhesive activation","BP",1
"9596","GO:0036130",0.999999999990274,0.85930794288696,0,2,"prostaglandin H2 endoperoxidase reductase activity","MF",1
"20589","GO:1905755",0.999999999990286,0.758109669257038,0,2,"protein localization to cytoplasmic microtubule","BP",1
"5829","GO:0016855",0.999999999990306,0.837685608608241,0,2,"racemase and epimerase activity, acting on amino acids and derivatives","MF",1
"11988","GO:0047661",0.999999999990306,0.837685608608241,0,2,"amino-acid racemase activity","MF",1
"7075","GO:0030586",0.999999999990321,0.887669047266546,0,1,"[methionine synthase] reductase (NADPH) activity","MF",1
"21122","GO:2000185",0.999999999990333,0.770869470955828,0,2,"regulation of phosphate transmembrane transport","BP",1
"5582","GO:0016340",0.999999999990337,0.691940322514542,0,2,"calcium-dependent cell-matrix adhesion","BP",1
"20560","GO:1905675",0.999999999990347,0.843025794319984,0,2,"negative regulation of adaptive immune memory response","BP",1
"6343","GO:0019858",0.99999999999038,0.821014017563602,0,2,"cytosine metabolic process","BP",1
"9886","GO:0039020",0.999999999990407,0.756131596159985,0,2,"pronephric nephron tubule development","BP",1
"15670","GO:0072114",0.999999999990407,0.756131596159985,0,2,"pronephros morphogenesis","BP",1
"6075","GO:0018969",0.99999999999041,0.899179186392496,0,1,"thiocyanate metabolic process","BP",1
"9693","GO:0036393",0.99999999999041,0.899179186392496,0,1,"thiocyanate peroxidase activity","MF",1
"8980","GO:0034683",0.999999999990421,0.700445562961637,0,2,"integrin alphav-beta3 complex","CC",1
"19937","GO:1904330",0.999999999990421,0.811821127868127,0,1,"positive regulation of myofibroblast contraction","BP",1
"12025","GO:0047865",0.999999999990427,0.893940499660533,0,1,"dimethylglycine dehydrogenase activity","MF",1
"21338","GO:2000527",0.999999999990454,0.871659190619883,0,2,"regulation of myeloid dendritic cell chemotaxis","BP",1
"21339","GO:2000529",0.999999999990454,0.871659190619883,0,2,"positive regulation of myeloid dendritic cell chemotaxis","BP",1
"4552","GO:0010512",0.999999999990483,0.81132940398322,0,2,"negative regulation of phosphatidylinositol biosynthetic process","BP",1
"20761","GO:1990265",0.999999999990483,0.81132940398322,0,2,"platelet-derived growth factor complex","CC",1
"8451","GO:0033241",0.999999999990487,0.814367160020482,0,1,"regulation of amine catabolic process","BP",1
"8452","GO:0033242",0.999999999990487,0.814367160020482,0,1,"negative regulation of amine catabolic process","BP",1
"16896","GO:0098736",0.999999999990487,0.814367160020482,0,1,"negative regulation of the force of heart contraction","BP",1
"18492","GO:1900081",0.999999999990487,0.814367160020482,0,1,"regulation of arginine catabolic process","BP",1
"18493","GO:1900082",0.999999999990487,0.814367160020482,0,1,"negative regulation of arginine catabolic process","BP",1
"19423","GO:1903248",0.999999999990487,0.814367160020482,0,1,"regulation of citrulline biosynthetic process","BP",1
"19424","GO:1903249",0.999999999990487,0.814367160020482,0,1,"negative regulation of citrulline biosynthetic process","BP",1
"21172","GO:2000283",0.999999999990487,0.814367160020482,0,1,"negative regulation of amino acid biosynthetic process","BP",1
"8779","GO:0034247",0.999999999990488,0.858103087975141,0,2,"snoRNA splicing","BP",1
"499","GO:0001694",0.99999999999049,0.907164323635083,0,1,"histamine biosynthetic process","BP",1
"1881","GO:0004398",0.99999999999049,0.907164323635083,0,1,"histidine decarboxylase activity","MF",1
"6396","GO:0019975",0.999999999990492,0.923134131695623,0,1,"interleukin-17 binding","MF",1
"9992","GO:0042163",0.999999999990492,0.923134131695623,0,1,"interleukin-12 beta subunit binding","MF",1
"11167","GO:0045513",0.999999999990492,0.923134131695623,0,1,"interleukin-27 binding","MF",1
"16437","GO:0097036",0.999999999990492,0.923134131695623,0,1,"regulation of plasma membrane sterol distribution","BP",1
"1847","GO:0004351",0.999999999990505,0.820724661489213,0,2,"glutamate decarboxylase activity","MF",1
"3092","GO:0006540",0.999999999990505,0.820724661489213,0,2,"gamma-aminobutyrate shunt","BP",1
"5878","GO:0016938",0.999999999990512,0.897810353368179,0,1,"kinesin I complex","CC",1
"13038","GO:0051548",0.999999999990514,0.691410837912832,0,2,"negative regulation of keratinocyte migration","BP",1
"1837","GO:0004341",0.999999999990514,0.91272139416031,0,1,"gluconolactonase activity","MF",1
"2268","GO:0004978",0.999999999990603,0.875480320209022,0,1,"corticotropin receptor activity","MF",1
"2600","GO:0005673",0.99999999999065,0.824391620862731,0,2,"transcription factor TFIIE complex","CC",1
"3117","GO:0006567",0.999999999990695,0.829227432872858,0,2,"L-threonine catabolic process","BP",1
"18230","GO:0150033",0.999999999990705,0.749001942669348,0,2,"negative regulation of protein localization to lysosome","BP",1
"19505","GO:1903422",0.999999999990715,0.851040434477499,0,1,"negative regulation of synaptic vesicle recycling","BP",1
"19830","GO:1904050",0.999999999990715,0.851040434477499,0,1,"positive regulation of spontaneous neurotransmitter secretion","BP",1
"20394","GO:1905302",0.999999999990715,0.851040434477499,0,1,"negative regulation of macropinocytosis","BP",1
"11880","GO:0046997",0.999999999990738,0.792969774687134,0,2,"oxidoreductase activity, acting on the CH-NH group of donors, flavin as acceptor","MF",1
"223","GO:0000701",0.999999999990752,0.846501113823416,0,2,"purine-specific mismatch base pair DNA N-glycosylase activity","MF",1
"4903","GO:0014057",0.999999999990754,0.821176001843555,0,2,"positive regulation of acetylcholine secretion, neurotransmission","BP",1
"17989","GO:0140739",0.999999999990758,0.903497927860112,0,1,"NLRP6 inflammasome complex assembly","BP",1
"18348","GO:0160130",0.999999999990766,0.75227133212069,0,2,"mRNA cap methyltransferase RNMT:RAMAC complex","CC",1
"2175","GO:0004832",0.999999999990766,0.79033061772005,0,2,"valine-tRNA ligase activity","MF",1
"3028","GO:0006438",0.999999999990766,0.79033061772005,0,2,"valyl-tRNA aminoacylation","BP",1
"9191","GO:0035373",0.999999999990793,0.651540059757663,0,2,"chondroitin sulfate proteoglycan binding","MF",1
"2185","GO:0004852",0.99999999999082,0.925520650803867,0,1,"uroporphyrinogen-III synthase activity","MF",1
"19627","GO:1903699",0.999999999990824,0.7924302085762,0,1,"tarsal gland development","BP",1
"19633","GO:1903709",0.999999999990824,0.7924302085762,0,1,"uterine gland development","BP",1
"6958","GO:0030305",0.999999999990825,0.784384432700242,0,2,"heparanase activity","MF",1
"16500","GO:0097133",0.99999999999086,0.723932431044398,0,2,"cyclin D3-CDK6 complex","CC",1
"5027","GO:0015056",0.999999999990866,0.916633033717779,0,1,"corticotrophin-releasing factor receptor activity","MF",1
"6220","GO:0019442",0.999999999990866,0.916633033717779,0,1,"L-tryptophan catabolic process to acetyl-CoA","BP",1
"10599","GO:0043404",0.999999999990866,0.916633033717779,0,1,"corticotropin-releasing hormone receptor activity","MF",1
"6587","GO:0021813",0.999999999990871,0.904867450626275,0,1,"cell-cell adhesion involved in neuronal-glial interactions involved in cerebral cortex radial glia guided migration","BP",1
"18132","GO:0141013",0.999999999990871,0.904867450626275,0,1,"purine nucleotide import into lysosome","BP",1
"18309","GO:0160042",0.999999999990871,0.904867450626275,0,1,"purine nucleotide uniporter activity","MF",1
"9008","GO:0034722",0.99999999999089,0.921625273101323,0,1,"gamma-glutamyl-peptidase activity","MF",1
"9864","GO:0038182",0.99999999999089,0.921625273101323,0,1,"G protein-coupled bile acid receptor activity","MF",1
"9866","GO:0038184",0.99999999999089,0.921625273101323,0,1,"adenylate cyclase-activating G protein-coupled bile acid receptor signaling pathway","BP",1
"17808","GO:0140260",0.99999999999091,0.821476712254204,0,2,"mitochondrial proton-transporting ATP synthase complex binding","MF",1
"19715","GO:1903847",0.999999999990916,0.693785873188319,0,2,"regulation of aorta morphogenesis","BP",1
"19716","GO:1903849",0.999999999990916,0.693785873188319,0,2,"positive regulation of aorta morphogenesis","BP",1
"20864","GO:1990565",0.99999999999093,0.830521169956021,0,2,"HSP90-CDC37 chaperone complex","CC",1
"19809","GO:1904024",0.999999999990998,0.816289265844113,0,2,"negative regulation of glucose catabolic process to lactate via pyruvate","BP",1
"4498","GO:0010308",0.999999999991,0.91718281397057,0,1,"acireductone dioxygenase (Ni2+-requiring) activity","MF",1
"4499","GO:0010309",0.999999999991,0.91718281397057,0,1,"acireductone dioxygenase [iron(II)-requiring] activity","MF",1
"2229","GO:0004923",0.999999999991003,0.716435997839681,0,2,"leukemia inhibitory factor receptor activity","MF",1
"4077","GO:0008897",0.999999999991006,0.899989374786746,0,1,"holo-[acyl-carrier-protein] synthase activity","MF",1
"21514","GO:2000818",0.99999999999101,0.900987365200811,0,1,"negative regulation of myoblast proliferation","BP",1
"12900","GO:0051257",0.999999999991013,0.779353642019854,0,2,"meiotic spindle midzone assembly","BP",1
"963","GO:0002373",0.999999999991027,0.940691847932957,0,1,"plasmacytoid dendritic cell cytokine production","BP",1
"1188","GO:0002736",0.999999999991027,0.940691847932957,0,1,"regulation of plasmacytoid dendritic cell cytokine production","BP",1
"1189","GO:0002737",0.999999999991027,0.940691847932957,0,1,"negative regulation of plasmacytoid dendritic cell cytokine production","BP",1
"9837","GO:0038143",0.999999999991042,0.752638469622692,0,2,"ERBB3:ERBB2 complex","CC",1
"50","GO:0000112",0.99999999999105,0.90210003601868,0,1,"nucleotide-excision repair factor 3 complex","CC",1
"286","GO:0000831",0.99999999999105,0.90210003601868,0,1,"inositol hexakisphosphate 6-kinase activity","MF",1
"5868","GO:0016920",0.999999999991053,0.694037838487418,0,2,"pyroglutamyl-peptidase activity","MF",1
"10786","GO:0044022",0.999999999991054,0.797842711770558,0,2,"histone H3S28 kinase activity","MF",1
"2046","GO:0004649",0.999999999991068,0.773074905643778,0,2,"poly(ADP-ribose) glycohydrolase activity","MF",1
"19556","GO:1903526",0.999999999991072,0.747377122393508,0,2,"negative regulation of membrane tubulation","BP",1
"15568","GO:0071919",0.999999999991082,0.885110202826801,0,1,"G-quadruplex DNA formation","BP",1
"14450","GO:0061938",0.999999999991085,0.906225752179486,0,1,"protein localization to somatodendritic compartment","BP",1
"16796","GO:0098539",0.999999999991085,0.906225752179486,0,1,"cytoplasmic side of transport vesicle membrane","CC",1
"16797","GO:0098541",0.999999999991085,0.906225752179486,0,1,"cytoplasmic side of trans-Golgi network transport vesicle membrane","CC",1
"11123","GO:0045298",0.999999999991115,0.83726394979667,0,1,"tubulin complex","CC",1
"17082","GO:0099077",0.999999999991115,0.83726394979667,0,1,"histone-dependent DNA binding","MF",1
"17220","GO:0099609",0.999999999991115,0.83726394979667,0,1,"microtubule lateral binding","MF",1
"19269","GO:1902889",0.999999999991119,0.750036845306949,0,2,"protein localization to spindle microtubule","BP",1
"7522","GO:0031627",0.999999999991138,0.787196924076433,0,2,"telomeric loop formation","BP",1
"13800","GO:0060532",0.999999999991142,0.741372716482927,0,2,"bronchus cartilage development","BP",1
"14130","GO:0061145",0.999999999991142,0.741372716482927,0,2,"lung smooth muscle development","BP",1
"5686","GO:0016590",0.999999999991144,0.725398495744909,0,2,"ACF complex","CC",1
"13208","GO:0051922",0.999999999991171,0.837771622755292,0,2,"cholesterol sulfotransferase activity","MF",1
"13519","GO:0060126",0.999999999991218,0.788188329320516,0,2,"somatotropin secreting cell differentiation","BP",1
"1477","GO:0003306",0.999999999991249,0.825746107345453,0,1,"Wnt signaling pathway involved in heart development","BP",1
"1478","GO:0003307",0.999999999991249,0.825746107345453,0,1,"regulation of Wnt signaling pathway involved in heart development","BP",1
"1479","GO:0003308",0.999999999991249,0.825746107345453,0,1,"negative regulation of Wnt signaling pathway involved in heart development","BP",1
"14935","GO:0070699",0.999999999991252,0.754010453372342,0,2,"type II activin receptor binding","MF",1
"20174","GO:1904825",0.999999999991283,0.759182025245492,0,2,"protein localization to microtubule plus-end","BP",1
"20580","GO:1905725",0.999999999991283,0.759182025245492,0,2,"protein localization to microtubule end","BP",1
"13345","GO:0052918",0.999999999991285,0.833305350109941,0,1,"dol-P-Man:Man(8)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase activity","MF",1
"13348","GO:0052926",0.999999999991285,0.833305350109941,0,1,"dol-P-Man:Man(6)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase activity","MF",1
"13263","GO:0052031",0.999999999991333,0.749460144973443,0,2,"symbiont-mediated perturbation of host defense response","BP",1
"13266","GO:0052167",0.999999999991333,0.749460144973443,0,2,"symbiont-mediated perturbation of host innate immune response","BP",1
"13267","GO:0052170",0.999999999991333,0.749460144973443,0,2,"symbiont-mediated suppression of host innate immune response","BP",1
"13273","GO:0052553",0.999999999991333,0.749460144973443,0,2,"symbiont-mediated perturbation of host immune response","BP",1
"13274","GO:0052562",0.999999999991333,0.749460144973443,0,2,"symbiont-mediated suppression of host immune response","BP",1
"6471","GO:0021577",0.999999999991345,0.782717078067023,0,2,"hindbrain structural organization","BP",1
"6476","GO:0021589",0.999999999991345,0.782717078067023,0,2,"cerebellum structural organization","BP",1
"17688","GO:0140011",0.999999999991356,0.715825365830637,0,2,"histone H4K12ac reader activity","MF",1
"17689","GO:0140012",0.999999999991356,0.715825365830637,0,2,"histone H4K5ac reader activity","MF",1
"7005","GO:0030395",0.999999999991394,0.877032087162791,0,2,"lactose binding","MF",1
"21679","GO:2001304",0.999999999991408,0.813899031892531,0,2,"lipoxin B4 metabolic process","BP",1
"6630","GO:0021893",0.999999999991426,0.908622149861068,0,1,"cerebral cortex GABAergic interneuron fate commitment","BP",1
"6323","GO:0019809",0.99999999999144,0.849611086722493,0,2,"spermidine binding","MF",1
"15958","GO:0072753",0.999999999991451,0.89722779802686,0,1,"cellular response to glutathione","BP",1
"18294","GO:0160007",0.999999999991451,0.89722779802686,0,1,"glutathione import into mitochondrion","BP",1
"18750","GO:1901370",0.999999999991451,0.89722779802686,0,1,"response to glutathione","BP",1
"3237","GO:0006738",0.999999999991451,0.907130051030327,0,1,"nicotinamide riboside catabolic process","BP",1
"11637","GO:0046495",0.999999999991451,0.907130051030327,0,1,"nicotinamide riboside metabolic process","BP",1
"14896","GO:0070637",0.999999999991451,0.907130051030327,0,1,"pyridine nucleoside metabolic process","BP",1
"14897","GO:0070638",0.999999999991451,0.907130051030327,0,1,"pyridine nucleoside catabolic process","BP",1
"17205","GO:0099575",0.999999999991451,0.907130051030327,0,1,"regulation of protein catabolic process at presynapse, modulating synaptic transmission","BP",1
"20468","GO:1905454",0.999999999991451,0.907130051030327,0,1,"negative regulation of myeloid progenitor cell differentiation","BP",1
"19541","GO:1903494",0.999999999991504,0.758280893748537,0,2,"response to dehydroepiandrosterone","BP",1
"12983","GO:0051424",0.999999999991535,0.914066604174552,0,1,"corticotropin-releasing hormone binding","MF",1
"13006","GO:0051460",0.999999999991535,0.914066604174552,0,1,"negative regulation of corticotropin secretion","BP",1
"18458","GO:1900011",0.999999999991535,0.914066604174552,0,1,"negative regulation of corticotropin-releasing hormone receptor activity","BP",1
"1215","GO:0002785",0.999999999991539,0.874861755141028,0,1,"negative regulation of antimicrobial peptide production","BP",1
"1217","GO:0002787",0.999999999991539,0.874861755141028,0,1,"negative regulation of antibacterial peptide production","BP",1
"3856","GO:0008348",0.999999999991539,0.874861755141028,0,1,"negative regulation of antimicrobial humoral response","BP",1
"10839","GO:0044299",0.999999999991565,0.831616697524413,0,1,"C-fiber","CC",1
"1639","GO:0003921",0.999999999991576,0.906531623718794,0,1,"GMP synthase activity","MF",1
"1640","GO:0003922",0.999999999991576,0.906531623718794,0,1,"GMP synthase (glutamine-hydrolyzing) activity","MF",1
"20216","GO:1904890",0.999999999991593,0.704992596686088,0,2,"negative regulation of excitatory synapse assembly","BP",1
"10037","GO:0042292",0.999999999991615,0.906663424951993,0,1,"URM1 activating enzyme activity","MF",1
"14282","GO:0061604",0.999999999991615,0.906663424951993,0,1,"molybdopterin-synthase sulfurtransferase activity","MF",1
"14283","GO:0061605",0.999999999991615,0.906663424951993,0,1,"molybdopterin-synthase adenylyltransferase activity","MF",1
"20047","GO:1904565",0.99999999999167,0.797329927068645,0,2,"response to 1-oleoyl-sn-glycerol 3-phosphate","BP",1
"8004","GO:0032499",0.999999999991671,0.797752440205683,0,2,"detection of peptidoglycan","BP",1
"6905","GO:0030221",0.999999999991702,0.844282410136538,0,1,"basophil differentiation","BP",1
"13575","GO:0060217",0.999999999991702,0.844282410136538,0,1,"hemangioblast cell differentiation","BP",1
"11000","GO:0045025",0.999999999991708,0.770432465319531,0,2,"mitochondrial degradosome","CC",1
"15903","GO:0072658",0.999999999991727,0.65064173980854,0,2,"maintenance of protein location in membrane","BP",1
"15905","GO:0072660",0.999999999991727,0.65064173980854,0,2,"maintenance of protein location in plasma membrane","BP",1
"6648","GO:0021935",0.999999999991732,0.666287399968192,0,2,"cerebellar granule cell precursor tangential migration","BP",1
"5056","GO:0015127",0.999999999991746,0.843386436290145,0,1,"bilirubin transmembrane transporter activity","MF",1
"5259","GO:0015723",0.999999999991746,0.843386436290145,0,1,"bilirubin transport","BP",1
"1016","GO:0002458",0.999999999991757,0.826628593182846,0,2,"peripheral T cell tolerance induction","BP",1
"1019","GO:0002465",0.999999999991757,0.826628593182846,0,2,"peripheral tolerance induction","BP",1
"7576","GO:0031710",0.999999999991758,0.93727633219567,0,1,"neuromedin B receptor binding","MF",1
"2028","GO:0004621",0.999999999991769,0.908494513763165,0,1,"glycosylphosphatidylinositol phospholipase D activity","MF",1
"4646","GO:0010692",0.999999999991769,0.908494513763165,0,1,"regulation of alkaline phosphatase activity","BP",1
"4647","GO:0010694",0.999999999991769,0.908494513763165,0,1,"positive regulation of alkaline phosphatase activity","BP",1
"1550","GO:0003681",0.999999999991782,0.828231024909388,0,2,"bent DNA binding","MF",1
"17693","GO:0140017",0.999999999991784,0.838283576307335,0,1,"histone H3K18cr reader activity","MF",1
"17695","GO:0140019",0.999999999991784,0.838283576307335,0,1,"histone H3K9cr reader activity","MF",1
"17705","GO:0140038",0.999999999991784,0.838283576307335,0,1,"histone H3K27cr reader activity","MF",1
"21428","GO:2000673",0.999999999991803,0.869830716220712,0,2,"positive regulation of motor neuron apoptotic process","BP",1
"5515","GO:0016213",0.999999999991814,0.761380698655945,0,2,"acyl-CoA 6-desaturase activity","MF",1
"6122","GO:0019166",0.999999999991822,0.839656880110658,0,2,"trans-2-enoyl-CoA reductase (NADPH) activity","MF",1
"6791","GO:0030034",0.999999999991831,0.879319056657348,0,1,"microvillar actin bundle assembly","BP",1
"9624","GO:0036213",0.999999999991863,0.743347417801044,0,2,"contractile ring contraction","BP",1
"11111","GO:0045253",0.999999999991881,0.703809268199661,0,2,"pyruvate dehydrogenase (lipoamide) phosphatase complex","CC",1
"2243","GO:0004947",0.999999999991904,0.796735508118345,0,2,"bradykinin receptor activity","MF",1
"20677","GO:1990026",0.999999999991923,0.742325610797126,0,2,"hippocampal mossy fiber expansion","CC",1
"7822","GO:0032242",0.999999999991953,0.822945187194224,0,2,"regulation of nucleoside transport","BP",1
"2339","GO:0005121",0.999999999991959,0.902989128666808,0,1,"Toll binding","MF",1
"4362","GO:0009682",0.999999999991959,0.902989128666808,0,1,"induced systemic resistance","BP",1
"15065","GO:0070976",0.999999999991959,0.902989128666808,0,1,"TIR domain binding","MF",1
"17968","GO:0140674",0.999999999991959,0.902989128666808,0,1,"ATP-dependent histone chaperone activity","MF",1
"1608","GO:0003858",0.999999999991962,0.794510577084499,0,2,"3-hydroxybutyrate dehydrogenase activity","MF",1
"1120","GO:0002654",0.999999999992001,0.908006622860325,0,1,"positive regulation of tolerance induction dependent upon immune response","BP",1
"1121","GO:0002658",0.999999999992001,0.908006622860325,0,1,"regulation of peripheral tolerance induction","BP",1
"1122","GO:0002660",0.999999999992001,0.908006622860325,0,1,"positive regulation of peripheral tolerance induction","BP",1
"1248","GO:0002849",0.999999999992001,0.908006622860325,0,1,"regulation of peripheral T cell tolerance induction","BP",1
"1249","GO:0002851",0.999999999992001,0.908006622860325,0,1,"positive regulation of peripheral T cell tolerance induction","BP",1
